ts,price
2026-05-14 17:05:19.176,352.06
2026-05-14 17:05:19.242,352.06
2026-05-14 17:05:20.180,371.93
2026-05-14 17:05:19.509,351.86
2026-05-14 17:05:20.247,366.6
2026-05-14 17:05:20.387,353.84
2026-05-14 17:05:21.083,372.97
2026-05-14 17:05:21.216,365.15
2026-05-14 17:05:21.426,366.21
2026-05-14 17:05:21.426,362.83
2026-05-14 17:05:21.426,355.87
2026-05-14 17:05:21.426,366.21
2026-05-14 17:05:22.435,364.99
2026-05-14 17:05:23.041,355.28
2026-05-14 17:05:23.451,366.0
2026-05-14 17:05:23.577,361.39
2026-05-14 17:05:23.911,366.12
2026-05-14 17:05:24.541,349.22
2026-05-14 17:05:24.541,349.22
2026-05-14 17:05:25.168,350.0
2026-05-14 17:05:25.168,346.66
2026-05-14 17:05:25.168,342.42
2026-05-14 17:05:25.168,350.0
2026-05-14 17:05:26.182,346.57
2026-05-14 17:05:26.788,345.16
2026-05-14 17:05:26.855,354.05
2026-05-14 17:05:26.855,355.78
2026-05-14 17:05:27.790,342.42
2026-05-14 17:05:27.865,346.73
2026-05-14 17:05:28.696,355.29
2026-05-14 17:05:29.162,352.63
2026-05-14 17:05:29.380,352.63
2026-05-14 17:05:29.380,352.63
2026-05-14 17:05:30.246,353.99
2026-05-14 17:05:29.769,348.18
2026-05-14 17:05:30.395,349.27
2026-05-14 17:05:30.589,352.8
2026-05-14 17:05:31.582,351.66
2026-05-14 17:05:32.050,348.0
2026-05-14 17:05:32.833,342.42
2026-05-14 17:05:32.118,351.06
2026-05-14 17:05:33.051,342.42
2026-05-14 17:05:33.112,342.42
2026-05-14 17:05:33.182,344.09
2026-05-14 17:05:34.118,340.0
2026-05-14 17:05:34.118,344.0
2026-05-14 17:05:35.016,340.0
2026-05-14 17:05:35.292,340.68
2026-05-14 17:05:35.429,340.68
2026-05-14 17:05:35.429,341.99
2026-05-14 17:05:35.693,338.39
2026-05-14 17:05:36.470,341.18
2026-05-14 17:05:36.808,339.99
2026-05-14 17:05:37.269,342.0
2026-05-14 17:05:37.269,343.3
2026-05-14 17:05:37.824,338.39
2026-05-14 17:05:38.265,340.38
2026-05-14 17:05:38.538,338.39
2026-05-14 17:05:38.538,341.57
2026-05-14 17:05:39.358,339.33
2026-05-14 17:05:39.630,339.6
2026-05-14 17:05:39.630,338.39
2026-05-14 17:05:40.169,338.92
