hour_ts_utc,Trade[XYZ],Binance,OKX,Aster,Lighter,Ventuals
2026-06-12 06:00:00+00:00,180.125320781575,178.58961972167612,180.36975973065577,178.55277822033582,180.045871559633,173.0981088720568
2026-06-12 07:00:00+00:00,176.63260110447692,174.9446523387262,176.18901405599098,174.95460741652303,176.24807810386562,171.86479360197526
2026-06-12 08:00:00+00:00,175.43259102512593,173.43351521800753,174.4956244464143,173.49403440103805,174.88579975374807,170.42782701141655
2026-06-12 09:00:00+00:00,176.9151571866485,174.83049708541924,175.9500719519203,175.06722901816298,176.14678899082568,173.56562486431636
2026-06-12 10:00:00+00:00,176.38655207463944,174.48496323771928,175.12286072612852,174.63626215901118,175.32110091743118,172.8499872090497
2026-06-12 11:00:00+00:00,177.05809324012552,175.84411059488906,176.39299138457454,175.83281014160946,176.50803677766075,173.36544718766015
2026-06-12 12:00:00+00:00,177.44563366008444,176.40238844055705,176.88589271095157,176.54153023857236,176.85853538391132,176.8730886850153
2026-06-12 13:00:00+00:00,173.02387745480397,172.1135550974705,172.73831658116677,172.0797805682732,173.35850125342603,170.4037255933673
2026-06-12 14:00:00+00:00,175.7522663501356,174.72199832584883,175.87614040658204,175.06218516115638,176.06854815394394,173.47080768028047
2026-06-12 15:00:00+00:00,166.65345052608328,165.9683742791912,166.5465958063638,165.8280333582409,167.0495452809378,161.37237638546327
